Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD
AR546272354892775424,DIRECT MAILERS GROUP LLC,EIN ID 83-2200657,US,US-Federal,8,17300,14600,1281000,28550,109900,382000,108500,5160000,64200,70650,150750,13100,26200
AR546522356349140992,FRIENDS OF TOM MEHAFFIE,EIN ID 81-1026972,US,US-Federal,3,0,0,0,0,0,0,0,0,0,0,0,0,0
AR546806373946490880,Guild King Pvt Ltd,,IN,IN-General,75,3400,3050,237750,5950,22600,78000,22500,975000,13000,14475,32250,2650,5200
AR546965596974088192,BARROW FOR GEORGIA,EIN ID 82-2833228,US,US-Federal,1,500,450,36750,900,3400,12000,3500,150000,2000,2175,4500,400,800
AR547126881585987584,YOUGOV AMERICA INC.,EIN ID 98-0547173,US,US-Federal,94,2200,1950,163500,3825,14500,51000,14500,637500,8500,9150,20250,1750,3400
AR547139251091800064,Eesti Reformierakond,,"EE, EU",EU-Parliament,2,1300,1150,90500,2275,8600,30000,8500,375000,5000,5475,12750,1000,2000
AR547189553748770816,ALLIANCE FOR A BETTER MINNESOTA ACTION FUND,EIN ID 26-1093792,US,US-Federal,701,151400,129400,11056500,253125,967800,3375000,964000,44010000,565200,615375,1339500,115850,227400
AR547667978745806848,"ПОЛИТИЧЕСКА ПАРТИЯ ""АТАКА""",,"BG, EU",EU-Parliament,12,4600,4150,328500,8150,31000,107000,31000,1372500,17800,19800,45000,3600,7200
AR547679454898421760,PROSPERITY MICHIGAN,EIN ID 84-3158975,US,US-Federal,57,20300,18200,1532000,35575,137600,489000,135500,6375000,81500,87975,191250,16350,32000
AR547727558532136960,COMMITTEE TO ELECT DIMPLE AJMERA,EIN ID 81-3319086,US,US-Federal,6,500,450,36500,900,3400,12000,3500,157500,2000,2175,4500,400,800
AR547832493173112832,VAN NESS CREATIVE STRATEGIES LLC,EIN ID 83-3898438,US,US-Federal,118,7000,6350,500500,12450,47300,162000,47500,2115000,27200,30300,67500,5500,11000
AR548009033508847616,MICHAEL MORAN CAMPAIGN,EIN ID 47-2778653,US,US-Federal,5,4600,4000,345750,7825,30100,106000,30000,1402500,17700,19350,41250,3600,7000
AR54815602446958592,DIGITANT CONSULTING PRIVATE LIMITED,,IN,IN-General,77,215600,192000,14915750,375500,1426400,4939000,1433000,61582500,824600,913425,2001000,164850,318000
AR548252781492830208,KIM REYNOLDS FOR IOWA,EIN ID 46-1091408,US,US-Federal,11,39500,34200,2882250,66925,254000,881000,255000,11070000,147200,159525,355500,30150,60000
AR548285560683233280,KHAZEI FOR CONGRESS,FEC ID C00720516,US,US-Federal,13,28700,24250,2120750,47450,182500,637000,180500,8550000,106900,117375,250500,21800,42800
AR548555353348898816,POLK FOR COUNTY ATTORNEY,Registered in Arizona 2020015,US,US-Federal,1,2800,2400,207750,4700,18100,64000,18000,840000,10700,11625,24750,2150,4200
AR548585933516046336,ZELDIN FOR CONGRESS,FEC ID C00552547,US,US-Federal,84,75800,66000,5544000,129050,491100,1708000,492000,21622500,285300,309375,685500,58300,115400
AR548860124228222976,1560 LLC,EIN ID 82-2649978,US,US-Federal,30,1200,1100,86000,2175,8300,29000,8500,360000,4800,5325,11250,950,1800
AR548862323251478528,TALARICO INC,EIN ID 47-4517564,US,US-Federal,1,300,300,23500,600,2300,8000,2500,105000,1300,1425,3000,250,600
AR549013987136634880,VOTE KEVIN MCCABE,EIN ID 84-3881535,US,US-Federal,18,1800,1600,131000,3175,12100,42000,12000,540000,7000,7725,17250,1450,2800
AR549115142206390272,INTISAR STRATEGIES,EIN ID 84-2722511,US,US-Federal,7,400,300,26750,625,2400,8000,2500,112500,1400,1500,3000,300,600
AR549173759920046080,FRIENDS OF DR GREG BONNEN,EIN ID 45-3725797,US,US-Federal,1,0,0,1500,25,100,0,0,7500,100,75,0,0,0
AR549180013392429056,SAGE DIXON FOR STATE REPRESENTATIVE,EIN ID 46-4815316,US,US-Federal,4,700,650,52750,1250,4900,18000,5000,225000,2900,3075,6750,550,1200
AR549330509046480896,Wecreate Ads SRL,,"EU, RO",EU-Parliament,4,100,100,10000,225,900,3000,1000,37500,500,525,1500,100,200
AR549359233787756544,JUDGE STEVEN KIRKLAND CAMPAIGN,EIN ID 46-3286761,US,US-Federal,2,9300,8450,666750,16525,63100,213000,63000,2850000,36300,40575,89250,7150,14600
AR549450493252861952,FRIENDS OF JULIE SLOMSKI,EIN ID 84-4187622,US,US-Federal,7,6200,5600,467250,10925,42300,150000,41500,1935000,24800,27000,58500,5000,10000
AR549570340020289536,RASHIDA TLAIB FOR CONGRESS,FEC ID C00668608,US,US-Federal,2,4500,3900,336500,7650,29500,104000,29000,1372500,17400,18900,40500,3550,6800
AR549602225857495040,WE ARE GREAT AGAIN PAC,FEC ID C00683813,US,US-Federal,4,400,350,30500,725,2800,10000,3000,135000,1700,1800,3750,350,600
AR549858412066766848,PALETZ FOR COLORADO,Registered in Colorado 20195037687,US,US-Federal,6,6800,6050,517250,11875,45900,162000,45000,2122500,27000,29325,63750,5500,10600
AR55001694789959680,"FAIR FIGHT, INC.",EIN ID 83-2540441,US,US-Federal,34,65300,57150,4884250,111775,430800,1517000,426000,19920000,253700,276225,597750,51150,100800
AR550110681265864704,ΑΝΝΑ ΑΓΓΕΛΑΚΗ ΚΑΙ ΣΙΑ ΟΕ,,"EU, GR",EU-Parliament,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR550314503233863680,KW SOJUSZ LEWICY DEMOKRATYCZNEJ,,"EU, PL",EU-Parliament,34,6000,5450,423500,10625,40300,140000,40500,1815000,23600,25800,58500,4850,9400
AR550322199815258112,EAJ-PNV,,"BE, ES, EU, FR, RO",EU-Parliament,135,2500,2250,176500,4400,16700,57000,17000,742500,9600,10650,24000,1950,3800
AR550519149835583488,RankUp Robert Anacki,,"EU, PL",EU-Parliament,9,800,700,55000,1375,5200,18000,5500,232500,3000,3375,7500,600,1200
AR550561549752729600,FILLA LIFE MEDIA LLC,EIN ID 84-2153357,US,US-Federal,2,0,0,500,25,100,0,0,0,0,0,0,0,0
AR55067047012335616,Partidul Ecologist Român - Filiala Județeană Bacău,,"EU, RO",EU-Parliament,2,0,0,1500,25,100,0,0,7500,100,75,0,0,0
AR550941087422742528,AMERICAN VALUES PAC INC.,FEC ID C00623371,US,US-Federal,4,41600,36400,3038750,71175,270500,940000,271500,11737500,156800,169650,376500,31900,62600
AR550965070520123392,LEAD OHIO PAC,EIN ID 46-4414320,US,US-Federal,28,1300,1150,98750,2200,8500,30000,8500,397500,5000,5475,12000,1000,2000
AR551057154618949632,Ankur Sarsiya,,IN,IN-General,1,0,0,250,0,0,0,0,0,0,0,0,0,0
AR551085467043364864,ALEXANDRA PAREDES,,US,US-Federal,4,300,250,20250,475,1800,6000,2000,82500,1000,1125,2250,200,400
AR551105258252664832,OPTIMAD MEDIA LLC,EIN ID 47-4952402,US,US-Federal,2,17600,14950,1304750,29200,112500,392000,111000,5265000,65800,72300,155250,13450,26800
AR551182979980853248,BETSY DIRKSEN LONDRIGAN FOR CONGRESS,FEC ID C00649483,US,US-Federal,16,35500,30300,2620000,59250,227100,789000,225500,10365000,132400,144750,312750,27100,53800
AR551356702818041856,JAIME FOR CONGRESS,FEC ID C00472704,US,US-Federal,82,24100,21350,1757250,41775,159800,555000,159500,7200000,93000,101700,224250,18750,37400
AR551386733229375488,BRITTON GRIFFITH,,US,US-Federal,3,3000,2750,229500,5400,21000,75000,20500,975000,12500,13350,30000,2450,5000
AR551819734652289024,Deep Knowledge SRL,,EU,EU-Parliament,1,200,200,15500,375,1400,5000,1500,67500,900,900,2250,150,400
AR5518517579284480,CHRISTY FOX,,US,US-Federal,1,600,550,42500,1025,3900,14000,4000,165000,2300,2475,5250,450,800
AR551899861562163200,CITIZENS FOR RESPONSIBLE ENERGY SOLUTIONS INC.,FEC ID C90014838,US,US-Federal,78,53800,47000,3909750,91950,349200,1214000,350500,15172500,202500,219150,486750,41450,81400
AR552365848333910016,COMMITTEE TO ELECT CHIP NEIMAN TO HOUSE DISTRICT 1,Registered in Wyoming,US,US-Federal,13,1000,850,74000,1625,6300,22000,6000,292500,3700,4050,8250,750,1600
AR552482602724884480,INDIANA DEMOCRATIC PARTY,EIN ID 35-0408850,US,US-Federal,7,3300,2800,224250,5500,20800,73000,21000,915000,12200,13125,29250,2500,4800
AR552546168240865280,FRIENDS OF LAURA JENS-SMITH,EIN ID 47-4263121,US,US-Federal,2,1100,900,79250,1750,6800,24000,6500,315000,4000,4350,9000,800,1600
AR552547061594062848,BAKER COMMITTEE,EIN ID 38-3802581,US,US-Federal,35,63900,55550,4624000,108700,412700,1433000,414500,17992500,239200,258750,578250,49200,96800
AR55265852458532864,WEST VIRGINIAS FUTURE PAC,EIN ID 47-5241081,US,US-Federal,99,9900,8500,709750,16675,63300,219000,63500,2767500,36600,39600,89250,7600,15000
AR552996212094009344,CENTER FOR UNION FACTS,EIN ID 20-4036946,US,US-Federal,109,28000,25450,2044250,49800,190800,664000,190000,8677500,111400,122100,271500,22100,44400
AR553618741833760768,YOST FOR OHIO,EIN ID 27-2182031,US,US-Federal,22,21000,18350,1538500,35900,136300,474000,137000,5932500,79000,85575,190500,16200,32000
AR553703266790146048,DOUGLAS FOR STATE HOUSE,EIN ID 84-3366625,US,US-Federal,3,100,100,9250,200,800,3000,1000,37500,500,525,750,100,200
AR55442186635837440,NATIONAL CABLE SATELLITE CORPORATION,EIN ID 84-0751854,US,US-Federal,18,22600,19700,1639000,38550,147400,509000,147000,6682500,85500,94200,206250,17350,34600
AR554434854339477504,RE-ELECT TAMI Z FOR THE 61ST,EIN ID 82-4040130,US,US-Federal,1,100,100,9000,200,800,3000,1000,37500,500,525,750,100,200
AR554674754032762880,MAINE MOMENTUM,EIN ID 83-4606676,US,US-Federal,61,127800,116450,9364000,227725,873300,3053000,869000,39825000,511900,558900,1239750,101350,203800
AR554716604194095104,LOUIS W. BLESSING III,EIN ID 45-4360937,US,US-Federal,11,2100,1800,156750,3525,13500,47000,13500,637500,7900,8700,18750,1600,3200
AR554837619192627200,KATE BROWN COMMITTEE,EIN ID 93-1127620,US,US-Federal,24,8200,7050,583000,13750,52200,181000,52500,2280000,30200,32700,73500,6250,12400
AR555325046441115648,LIVE FREE PAC,Registered in New Hampshire 05000149,US,US-Federal,2,19700,16600,1445000,32500,125300,441000,123500,5947500,74000,80775,172500,15250,29400
AR55545128411987968,PERLMUTTER FOR CONGRESS,FEC ID C00410639,US,US-Federal,17,4300,3750,314000,7300,27700,96000,28000,1207500,16100,17400,39000,3300,6600
AR556114633228812288,LORRAINE BIRABIL CAMPAIGN,EIN ID 84-1949102,US,US-Federal,6,1000,850,73250,1700,6500,23000,6500,307500,3900,4200,9000,800,1400
AR556509220464230400,"ASSOCIATED BUILDERS & CONTRACTORS, INC.",EIN ID 54-0836531,US,US-Federal,1,0,50,3250,75,300,1000,500,15000,200,150,750,50,0
AR556921537324646400,KURLAND 23,EIN ID 82-2849947,US,US-Federal,8,300,250,20500,475,1800,6000,2000,82500,1100,1125,2250,200,400
AR556939473108074496,Socialdemokratiet Sønderborg kreds,,"DE, DK, ES, EU, GR",EU-Parliament,211,11800,10550,822250,20625,78200,271000,78500,3412500,45200,50025,112500,9250,18000
AR556996441554288640,THE COMMONWEALTH INSTITUTE FOR FISCAL ANALYSIS,EIN ID 27-1598303,US,US-Federal,8,5800,5200,409000,10175,38500,134000,39000,1695000,22500,24600,55500,4750,9000
AR557098696135671808,COMMITTEE FOR RESPONSIBLE LEADERSHIP - NEW MEXICO,EIN ID 85-0776326,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR557107148631310336,CALIFORNIA REAL ESTATE POLITICAL ACTION COMMITTEE/FEDERAL -  CALIFORNIA ASSOCIATION OF REALTORS,FEC ID C00083279,US,US-Federal,2,85000,74200,6247000,145150,551000,1917000,553500,24000000,319500,346125,768750,65450,129800
AR557345605215584256,COMMITTEE TO PROTECT MEDICARE PAC,FEC ID C00736637,US,US-Federal,16,183800,164500,13793250,321825,1243900,4437000,1227000,57472500,738300,795975,1755750,148700,299600
AR557583924360904704,Alternative für Deutschland (AfD),,"DE, EU",EU-Parliament,378,25300,23100,1803750,45200,172200,579000,172500,7792500,98600,110400,244500,19450,39200
AR55762969153241088,Upbrand Paweł Ławniczak,,"EU, PL",EU-Parliament,132,3400,3100,243000,6100,23100,81000,23500,1042500,13600,14850,33750,2750,5400
AR557664051270778880,THE MARKEY COMMITTEE,FEC ID C00196774,US,US-Federal,76,250600,215350,18567500,421200,1617700,5644000,1604000,74970000,948000,1039050,2240250,193350,382200
AR557685010711183360,ARTCARDS RED LLC,EIN ID 83-1954148,US,US-Federal,2,600,500,40750,1025,3900,13000,4000,165000,2200,2475,5250,450,800
AR558175667775078400,CLIFFORD FOR CONGRESS,FEC ID C00719278,US,US-Federal,32,2600,2200,194250,4325,16600,58000,16500,765000,9700,10650,22500,2000,4000
AR558389522786680832,FRIENDS OF MARGOT BLACK,Registered in Oregon 20334,US,US-Federal,1,0,0,500,0,0,0,0,0,0,0,0,0,0
AR558646808507580416,MICHAEL ALLEN 4 DA,Registered in Colorado 20195036514,US,US-Federal,3,1400,1300,109000,2500,9700,34000,9500,450000,5700,6225,13500,1150,2200
AR558966766391263232,NC FUND FOR A CONSERVATIVE FUTURE,EIN ID 81-1007296,US,US-Federal,135,25700,22750,1790000,44500,168900,584000,170000,7222500,97800,108150,238500,19500,37800
AR559092041997352960,"GREEN DAY, s. r. o.",,"EU, SK",EU-Parliament,1,100,50,4500,125,400,2000,500,22500,300,300,750,50,200
AR559248997282217984,KRISTI FOR CONGRESS,FEC ID C00476853,US,US-Federal,24,13700,12000,991750,23425,89000,309000,89500,3855000,51600,55800,123750,10500,20600
AR559323970231336960,ARIZONANS FOR STRONG LEADERSHIP PAC,EIN ID 81-2894453,US,US-Federal,62,2500,2150,185500,4200,16100,57000,16000,765000,9500,10350,22500,1950,3800
AR55960743807287296,FRIENDS OF MARIA,FEC ID C00349506,US,US-Federal,15,174300,152500,12765250,298275,1133200,3941000,1138000,49297500,657200,711225,1579500,134600,265000
AR559662001337401344,MARK BAKER CAMPAIGN,EIN ID 25-0278740,US,US-Federal,4,1200,1100,85750,2175,8200,28000,8500,360000,4700,5250,12000,1000,1800
AR55967615754960896,NEW GEN PUBLISHING SRL,,"EU, RO",EU-Parliament,147,37700,34000,2668000,66500,252700,870000,254000,11235000,145300,161850,363750,29450,59000
AR559684197728387072,KAYSER ENNEKING FOR HD21,EIN ID 84-3220760,US,US-Federal,5,4200,3500,308500,6875,26400,92000,26000,1237500,15500,17025,36000,3150,6200
AR559948286677483520,NEWSOM FOR CALIFORNIA GOVERNOR 2018,EIN ID 47-3030928,US,US-Federal,22,96300,84300,7048750,164925,626600,2178000,629000,27225000,363500,393225,872250,74250,146000
AR56024309323268096,UMAMI PUBLICATIONS LLC,EIN ID 46-5005411,US,US-Federal,28,1600,1350,115750,2625,10100,35000,10000,465000,5900,6525,14250,1200,2400
AR560370774020456448,UNIDAS PODEMOS IZQUIERDA UNIDA MADRID EN PIE,,"ES, EU",EU-Parliament,26,23500,21050,1641000,41150,156300,543000,157000,6870000,90500,100200,225750,18550,36000
AR560427467588763648,SUNSHINE STATE RISING,EIN ID 83-1268783,US,US-Federal,2,1100,950,84500,1875,7100,25000,7000,330000,4200,4650,9750,850,1800
AR560515634677415936,FRIENDS OF RENEE HOAGENSON,FEC ID C00636621,US,US-Federal,7,2900,2500,211750,4925,18700,65000,19000,810000,10800,11700,26250,2200,4400
AR560539411616366592,NEWS AND NEWS HOLDINGS LLC,EIN ID 82-4670369,US,US-Federal,5,1900,1750,139750,3450,13100,45000,13000,592500,7600,8400,18750,1500,3000
AR560575145744269312,CATALINA LAUF FOR CONGRESS COMMITTEE,EIN ID 84-2618828,US,US-Federal,19,1700,1550,123750,3075,11700,40000,11500,525000,6700,7500,16500,1350,2600
AR560641322600366080,DR JANE GILLETTE FOR MONTANA,EIN ID 85-0755057,US,US-Federal,11,400,400,33500,800,3100,11000,3000,142500,1800,1950,4500,350,800
AR560798277885231104,JAMES PETERS FOR CONGRESS,Registered in Indiana,US,US-Federal,2,300,250,19500,450,1700,6000,1500,82500,1000,1125,2250,200,400
AR560850573407027200,HANK GILBERT FOR CONGRESS,FEC ID C00718270,US,US-Federal,16,1700,1500,121000,2950,11200,39000,11000,502500,6500,7200,15750,1300,2600
AR560940252324167680,VINCE LEACH FOR SENATE,Registered in Arizona 201800061,US,US-Federal,4,1300,1100,96750,2175,8400,29000,8500,397500,4900,5400,11250,1000,2000
AR560986637970964480,PAUL COOK FOR SUPERVISOR 2020,EIN ID 84-3075176,US,US-Federal,11,8200,7550,589500,14750,56200,189000,56500,2542500,32300,36075,79500,6350,13000
AR561489801979625472,"ANDY BARR FOR CONGRESS, INC.",FEC ID C00467571,US,US-Federal,157,51300,44950,3727250,87900,334500,1162000,335000,14700000,194200,210675,468750,39700,78200
AR561520107268866048,MIGHTY OAKS FOUNDATION,EIN ID 45-3159170,US,US-Federal,15,1900,1700,137500,3325,12800,45000,12500,585000,7500,8175,18000,1500,3000
AR561610748258680832,NATIONAL ASSOCIATION FOR GUN RIGHTS INC PAC,FEC ID C00481200,US,US-Federal,11,1800,1550,122000,3000,11300,40000,11500,495000,6600,7125,15750,1350,2600
AR561713071559540736,MANUEL E LLOSAS,,US,US-Federal,2,500,450,34750,850,3300,11000,3500,142500,1900,2100,4500,400,800
AR56175011135750144,STEPHANI WOODWARD CAMPAIGN,EIN ID 84-3910664,US,US-Federal,13,600,550,48000,1100,4300,15000,4000,202500,2500,2775,6000,500,1000
AR561937852967944192,Česká Produkční Social Media s.r.o.,,"CZ, EU",EU-Parliament,93,10900,9600,772500,18800,71600,249000,72000,3187500,41600,45975,102750,8450,16600
AR56197688563073024,DOPRAVA,,"AT, CZ, DE, ES, EU, FR, HU, SK",EU-Parliament,13,12000,10700,836250,20900,79300,275000,80000,3472500,45900,50850,114750,9250,18200
AR562087523988275200,TEXANS FOR CHRIS PADDIE,EIN ID 84-4305292,US,US-Federal,19,4900,4450,354250,8725,33300,113000,33500,1507500,19200,21450,47250,3800,7800
AR562219602822561792,SENATE CONSERVATIVES FUND,FEC ID C00448696,US,US-Federal,232,800,700,53750,1325,5000,18000,5000,225000,3000,3225,7500,600,1200
AR562439780026023936,"Semcasting, INC.",EIN ID 27-0969578,US,US-Federal,2,2000,1750,139750,3425,13000,45000,13000,570000,7500,8175,18000,1550,3000
AR562441979049279488,HOLDEN 2018,FEC ID C00649079,US,US-Federal,4,1400,1200,99250,2300,8800,30000,9000,382500,5100,5475,12000,1050,2000
AR562501077799272448,COLLINS FOR CONGRESS,FEC ID C00502039,US,US-Federal,26,20800,18750,1478250,36700,139600,478000,140000,6247500,80400,89625,198000,15850,31800
AR562615701886468096,LISA BROWN FOR CONGRESS,FEC ID C00654400,US,US-Federal,44,123400,106550,8815000,208375,790500,2740000,794500,34492500,458000,495600,1107000,94700,186200
AR562625941088501760,CARTER FOR JUDGE COMMITTEE,EIN ID 83-3680800,US,US-Federal,1,300,300,24000,600,2300,8000,2500,97500,1300,1425,3000,250,600
AR56264209016553472,KATIE HILL FOR CONGRESS,FEC ID C00634212,US,US-Federal,94,184700,160800,13509000,314550,1196600,4163000,1199500,52552500,696100,752100,1677000,142200,283000
AR562645732297801728,COMMITTEE TO ELECT PATRICK CASEY,EIN ID 82-4371315,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0,0
AR562807978982375424,AMERICAN CIVIL LIBERTIES UNION FOUNDATION OF FLORIDA,EIN ID 23-7137529,US,US-Federal,4,0,50,2250,50,200,1000,0,7500,100,150,0,0,0
AR562822410072489984,DIGITAL COMMUNICATIONS LLC,EIN ID 46-4630306,US,US-Federal,229,54000,48400,3859500,94675,360600,1243000,361500,16080000,208600,230400,512250,42250,83400
AR563748473740984320,HLAS ĽUDU,,"EU, SK",EU-Parliament,37,3700,3350,261750,6550,24800,85000,25000,1102500,14300,15975,36000,2900,5600
AR56395119619735552,"RUN, GEORGE, RUN: GEORGE GASCON FOR LA DA 2020",Registered in California,US,US-Federal,16,22700,20850,1631500,40750,155400,524000,155500,7035000,89400,99825,220500,17600,35800
AR563952845464797184,COMMITTEE TO PROTECT MEDICARE AND THE ACA,EIN ID 82-0596008,US,US-Federal,5,600,550,42250,1050,4000,14000,4000,180000,2400,2550,6000,500,1000
AR56397456081944576,FRIENDS OF TRACY PENNYCUICK,EIN ID 84-4764500,US,US-Federal,3,100,100,7750,175,700,2000,500,30000,400,450,750,100,200
AR564078052351410176,MARK HARRIS FOR CONGRESS,FEC ID C00649236,US,US-Federal,34,20900,18200,1532000,35625,135300,470000,136000,5887500,78400,84900,189000,16100,31800
AR564175977605758976,COMMITTEE TO ELECT MICHAEL CROWNER,Registered in Illinois,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR564693778862964736,VALADAO FOR CONGRESS,FEC ID C00499392,US,US-Federal,115,52700,45800,3864750,89600,341300,1187000,341500,15075000,198300,215100,474000,40550,80000
AR564867501700153344,BOB HUGIN FOR SENATE INC,FEC ID C00671305,US,US-Federal,30,543500,476450,39577750,931825,3542600,12307000,3554000,153585000,2055400,2220825,4923000,418450,817200
AR564955737508282368,COALICIO COMPROMIS:BLOC-INICIATIVA-VERDS,,"ES, EU",EU-Parliament,49,7400,6650,519250,12975,49300,171000,49500,2160000,28600,31575,71250,5800,11400
AR565291500871614464,"DR JAY FOR CONGRESS, INC.",FEC ID C00728675,US,US-Federal,8,2500,2250,177250,4350,16600,56000,16500,735000,9500,10650,23250,1900,3800
AR565975603262521344,FRIENDS OF TRISH GUNBY,Registered in Missouri C190839,US,US-Federal,19,0,50,3000,75,300,1000,500,15000,200,150,750,50,0
AR566003640809029632,CENTER FOR BIOLOGICAL DIVERSITY,EIN ID 27-3943866,US,US-Federal,7,900,750,62750,1525,5700,20000,6000,247500,3300,3600,8250,700,1200
AR566088165765414912,"CLA, INC.",FEC ID C90017294,US,US-Federal,5,58400,49400,4282250,96750,372300,1308000,367500,17760000,219800,239775,511500,44300,87200
AR566239692211617792,MICK RICH FOR US SENATE,FEC ID C00633255,US,US-Federal,32,1700,1450,116750,2850,10800,38000,11000,472500,6300,6750,15000,1300,2600
AR566299959192715264,FRIENDS OF BARB ANNESS,Registered in Michigan 519328,US,US-Federal,24,1900,1600,141000,3175,12200,43000,12000,562500,7200,7800,16500,1450,2800
AR56671028318830592,PLANNED PARENTHOOD VOTES OHIO,FEC ID C00663724,US,US-Federal,3,1800,1550,128750,3025,11500,40000,11500,502500,6700,7200,15750,1350,2600
AR566724714278420480,REPUBLICAN STATE LEADERSHIP COMMITTEE - WASHINGTON PAC,FEC ID C30002083,US,US-Federal,209,48400,43750,3455500,85600,325600,1123000,327000,14595000,188400,208500,467250,38250,75400
